id,name,code,scale,contained_in,slug
109625-scot-des-territoires-du-grand-vendomois,SCOT DES TERRITOIRES DU GRAND VENDOMOIS,SCOT-68,Ad-hoc,,
109626-scot-du-pays-d-auray,SCOT DU PAYS D'AURAY,SCOT-1660,Ad-hoc,,
109627-scot-du-grand-amienois,SCOT DU GRAND AMIENOIS,SCOT-10103,Ad-hoc,,
109628-scot-du-pays-de-pontivy,SCOT DU PAYS DE PONTIVY,SCOT-6660,Ad-hoc,,
109629-scot-du-pays-barrois,SCOT DU PAYS BARROIS,SCOT-10247,Ad-hoc,,
109630-scot-des-territoires-de-l-aube,SCOT DES TERRITOIRES DE L'AUBE,SCOT-234,Ad-hoc,,
109631-hautes-alpes-et-alpes-de-haute-provence,Hautes-Alpes et Alpes-de-Haute-Provence,HAAHP,Ad-hoc,,
109632-ardeche-et-drome,Ardèche et Drôme,ARDR,Ad-hoc,,
109633-ariege-et-haute-garonne,Ariège et Haute-Garonne,ARHG,Ad-hoc,,
109634-calvados-manche-et-seine-maritime,"Calvados, Manche et Seine-Maritime",CAMASM,Ad-hoc,,
109635-cher-et-indre,Cher et Indre,CHIN,Ad-hoc,,
109636-departements-de-la-creuse-et-de-la-haute-vienne,Départements de la Creuse et de la Haute-Vienne,CRHV,Ad-hoc,,
109637-indre-et-loire-et-loir-et-cher,Indre-et-Loire et Loir-et-Cher,ILLC,Ad-hoc,,
109638-departements-de-la-haute-loire-et-de-la-loire,Départements de la Haute-Loire et de la Loire,HLLO,Ad-hoc,,
109639-departements-de-la-cote-d-or-et-de-la-haute-marne,Départements de la Côte-d'Or et de la Haute-Marne,COHM,Ad-hoc,,
109640-nievre-et-yonne,Nièvre et Yonne,NIYO,Ad-hoc,,
109641-moselle-et-vosges,Moselle et Vosges,MOVO,Ad-hoc,,
109642-doubs-et-territoire-de-belfort,Doubs et Territoire de Belfort,DOBE,Ad-hoc,,
109643-mayotte-et-reunion,Mayotte et Réunion,MARE,Ad-hoc,,
109644-departements-de-l-aisne-et-de-l-oise,Départements de l'Aisne et de l'Oise,AIOI,Ad-hoc,,
109645-cantal-et-puy-de-dome,Cantal et Puy-de-Dôme,CAPD,Ad-hoc,,
109646-eure-et-loir-et-loiret,Eure-et-Loir et Loiret,ELLO,Ad-hoc,,
109647-aube-et-marne,Aube et Marne,AUMA,Ad-hoc,,
109648-departements-de-la-meurthe-et-moselle-et-de-la-meuse,Départements de la Meurthe-et-Moselle et de la Meuse,MMME,Ad-hoc,,
109649-nord-pas-de-calais-et-somme,"Nord, Pas-de-Calais et Somme",NOPC,Ad-hoc,,
109650-maine-et-loire-et-sarthe,Maine-et-Loire et Sarthe,MLSA,Ad-hoc,,
109651-pnr-de-l-aubrac-parc-naturel-regional,PNR de l'Aubrac (Parc naturel régional),PNR-FR8000054,Ad-hoc,,
109652-defe,defe,degré,Ad-hoc,,
109656-pays-de-broceliande,Pays de Brocéliande,Pays_Brocéliande,Ad-hoc,,
109659-pays-basque-et-tarnos,Pays Basque et Tarnos,PB + Tarnos,Ad-hoc,,
109660-pays-basque,Pays Basque,Pays Basque,Ad-hoc,,
109661-sambre-avesnois-thierache,Sambre-Avesnois-Thiérache,Sambre-A-T,Ad-hoc,,
109662-pyrenees-orientales-herault-gars-lozere-aude,"Pyrénées Orientales, Hérault, Gars, Lozère, Aude",Ad-Hoc Occitanie,Ad-hoc,,
109664-pnr-oise-pays-de-france-parc-naturel-regional,PNR Oise-Pays de France (Parc naturel régional),PNR-FR8000043,Ad-hoc,,
109666-communes-beneficiaires-du-programme-action-coeur-de-ville,Communes bénéficiaires du programme Action cœur de ville,ACV_2020,Ad-hoc,,
109667-departements-60-27-76-95-77,Départements 60-27-76-95-77,60-27-76-95-77,Ad-hoc,,
109669-hauts-de-france-et-normandie,Hauts-de-France et Normandie,R_HDF_NORMANDIE,Ad-hoc,,
109670-petr-albigeois-bastides,PETR Albigeois-Bastides,PETR,Ad-hoc,,
109671-petr-du-grand-beauvaisis,PETR du Grand Beauvaisis,PETRGB,Ad-hoc,,
109672-cc-sauer-pechelbronn-epci-cc-du-pays-de-wissembourg,"CC Sauer-Pechelbronn (EPCI), CC du Pays de Wissembourg",Sauer_Wissembour,Ad-hoc,,
109673-la-chataigneraie-limousine-gal,La Châtaigneraie Limousine (GAL),La Châtaigneraie,Ad-hoc,,
109674-bretagne-guadeloupe-guyane-hauts-de-france-la-reunion-martinique-mayotte-nouvelle-aquitaine-occitanie-pays-de-la-loire,"Bretagne, Guadeloupe, Guyane, Hauts-de-France, La Réunion, Martinique, Mayotte, Nouvelle-Aquitaine, Occitanie, Pays-de-la-Loire",Multiple régions,Ad-hoc,,
109675-charente-maritime-deux-sevres,"Charente-Maritime, Deux-Sèvres",Charente_2Sèvres,Ad-hoc,,
109676-martinique-guadeloupe-saint-martin-saint-barthelemy,"Martinique, Guadeloupe, Saint-Martin, Saint-Barthélémy",outre-mer,Ad-hoc,,
109677-rhone-et-loire,Rhône et Loire,Rhône + Loire dp,Ad-hoc,,
109678-ept-est-ensemble-grand-paris-grand-est-paris-est-marne-et-bois,"EPT Est Ensemble, Grand Paris Grand Est, Paris Est Marne et Bois",3EPT,Ad-hoc,,
109679-ouest-essonne,Ouest Essonne,Ouest Essonne,Ad-hoc,,
109684-ouest-essonne,Ouest Essonne,OuestE,Ad-hoc,,
109685-centre-et-sud-yvelines,Centre et sud Yvelines,CentreYv,Ad-hoc,,
109686-centre-vosges,Centre Vosges,CentreV,Ad-hoc,,
109688-saint-brieuc-petr,Saint-Brieuc (PETR),StBrieuc,Ad-hoc,,
109689-lorient-syndicat-mixte,Lorient (Syndicat mixte),Lorient,Ad-hoc,,
109690-morlaix-syndicat-mixte,Morlaix (Syndicat mixte),Morlaix,Ad-hoc,,
109691-pnr-des-landes-de-gascogne-parc-naturel-regional,PNR des Landes de Gascogne (Parc naturel régional),PNR-FR8000018,Ad-hoc,,
109692-pnr-du-marais-poitevin-parc-naturel-regional,PNR du marais poitevin (Parc naturel régional),PNR-FR8000050,Ad-hoc,,
109693-pnr-perigord-limousin-parc-naturel-regional,PNR Périgord-Limousin (Parc naturel régional),PNR-FR8000035,Ad-hoc,,
109694-pnr-de-millevaches-en-limousin-parc-naturel-regional,PNR de Millevaches en Limousin (Parc naturel régional),PNR-FR8000045,Ad-hoc,,
109695-ardennes-aube-marne-haute-marne-meurthe-et-moselle-meuse-vosges,"Ardennes, Aube, Marne,Haute-Marne, Meurthe-et-Moselle, Meuse, Vosges",Nord-est,Ad-hoc,,
109696-moselle-57-bas-rhin-67-haut-rhin-68,"Moselle (57), Bas-Rhin (67), Haut-Rhin (68)",Alsace-Moselle,Ad-hoc,,
109697-charente-charente-maritime-correze-creuse-deux-sevres-vienne-haute-vienne,"Charente, Charente-Maritime, Corrèze, Creuse, Deux-Sèvres,  Vienne, Haute-Vienne",Centre-Ouest,Ad-hoc,,
109698-alpes-de-haute-provence-hautes-alpes-alpes-maritimes-bouches-du-rhone-corse-du-sud-haute-corse-var-vaucluse,"Alpes de Haute-Provence, Hautes-Alpes, Alpes-Maritimes, Bouches-du-Rhône, Corse-du-Sud, Haute-Corse, Var, Vaucluse",Sud-Est,Ad-hoc,,
109699-pays-du-velay,Pays du Velay,Ad-hoc,Ad-hoc,,
109700-alliance-intermetropolitaine-loire-bretagne,Alliance Intermétropolitaine Loire Bretagne,Alliance Intermé,Ad-hoc,,
109701-comminges-pyrenees-petr,Comminges Pyrénées (PETR),Comminges Pyréné,Ad-hoc,,
109702-pnr-des-alpilles-parc-naturel-regional,PNR des Alpilles (Parc naturel régional),PNR-FR8000046,Ad-hoc,,
109703-pnr-des-vosges-du-nord-parc-naturel-regional,PNR des Vosges du Nord (Parc naturel régional),PNR-FR8000029,Ad-hoc,,
109704-pnr-des-ardennes-parc-naturel-regional,PNR des Ardennes (Parc naturel régional),PNR-FR8000048,Ad-hoc,,
109705-pnr-des-volcans-d-auvergne-parc-naturel-regional,PNR des Volcans d'Auvergne (Parc naturel régional),PNR-FR8000028,Ad-hoc,,
109706-pnr-d-armorique-parc-naturel-regional,PNR d'Armorique (Parc naturel régional),PNR-FR8000005,Ad-hoc,,
109707-pnr-de-l-avesnois-parc-naturel-regional,PNR de l'Avesnois (Parc naturel régional),PNR-FR8000036,Ad-hoc,,
109708-pnr-des-ballons-des-vosges-parc-naturel-regional,PNR des Ballons des Vosges (Parc naturel régional),PNR-FR8000006,Ad-hoc,,
109709-pnr-des-baronnies-provencales-parc-naturel-regional,PNR des Baronnies provençales (Parc naturel régional),PNR-FR8000052,Ad-hoc,,
109710-pnr-du-vexin-francais-parc-naturel-regional,PNR du Vexin français (Parc naturel régional),PNR-FR8000030,Ad-hoc,,
109711-pnr-des-boucles-de-la-seine-normande-parc-naturel-regional,PNR des Boucles de la Seine Normande (Parc naturel régional),PNR-FR8000010,Ad-hoc,,
109712-pnr-de-la-brenne-parc-naturel-regional,PNR de la Brenne (Parc naturel régional),PNR-FR8000008,Ad-hoc,,
109713-pnr-de-briere-parc-naturel-regional,PNR de Brière (Parc naturel régional),PNR-FR8000009,Ad-hoc,,
109714-pnr-du-verdon-parc-naturel-regional,PNR du Verdon (Parc naturel régional),PNR-FR8000033,Ad-hoc,,
109715-pnr-de-camargue-parc-naturel-regional,PNR de Camargue (Parc naturel régional),PNR-FR8000011,Ad-hoc,,
109716-pnr-des-caps-et-marais-d-opale-parc-naturel-regional,PNR des Caps et Marais d'Opale (Parc naturel régional),PNR-FR8000007,Ad-hoc,,
109717-pnr-des-causses-du-quercy-parc-naturel-regional,PNR des Causses du Quercy (Parc naturel régional),PNR-FR8000039,Ad-hoc,,
109718-chartreuse-parc-naturel-regional,CHARTREUSE (Parc naturel régional),CHARTREUSE PNR,Ad-hoc,,
109719-pnr-du-vercors-parc-naturel-regional,PNR du Vercors (Parc naturel régional),PNR-FR8000001,Ad-hoc,,
109720-pnr-de-corse-parc-naturel-regional,PNR de Corse (Parc naturel régional),PNR-FR8000012,Ad-hoc,,
109721-pnr-scarpe-escaut-parc-naturel-regional,PNR Scarpe-Escaut (Parc naturel régional),PNR-FR8000037,Ad-hoc,,
109722-pnr-de-la-foret-d-orient-parc-naturel-regional,PNR de la Forêt d'Orient (Parc naturel régional),PNR-FR8000013,Ad-hoc,,
109723-pnr-du-gatinais-francais-parc-naturel-regional,PNR du Gâtinais français (Parc naturel régional),PNR-FR8000038,Ad-hoc,,
109724-pnr-du-golfe-du-morbihan-parc-naturel-regional,PNR du Golfe du Morbihan (Parc naturel régional),PNR-FR8000051,Ad-hoc,,
109725-pnr-du-queyras-parc-naturel-regional,PNR du Queyras (Parc naturel régional),PNR-FR8000002,Ad-hoc,,
109726-pnr-des-grands-causses-parc-naturel-regional,PNR des Grands Causses (Parc naturel régional),PNR-FR8000014,Ad-hoc,,
109727-pnr-des-pyrenees-catalanes-parc-naturel-regional,PNR des Pyrénées catalanes (Parc naturel régional),PNR-FR8000044,Ad-hoc,,
109728-pnr-des-pyrenees-ariegeoises-parc-naturel-regional,PNR des Pyrénées ariégeoises (Parc naturel régional),PNR-FR8000047,Ad-hoc,,
109729-pnr-de-guyane-parc-naturel-regional,PNR de Guyane (Parc naturel régional),PNR-FR8000040,Ad-hoc,,
109730-pnr-du-haut-jura-parc-naturel-regional,PNR du haut Jura (Parc naturel régional),PNR-FR8000015,Ad-hoc,,
109731-pnr-du-pilat-parc-naturel-regional,PNR du Pilat (Parc naturel régional),PNR-FR8000027,Ad-hoc,,
109732-pnr-du-haut-languedoc-parc-naturel-regional,PNR du Haut-Languedoc (Parc naturel régional),PNR-FR8000016,Ad-hoc,,
109733-pnr-de-la-haute-vallee-de-chevreuse-parc-naturel-regional,PNR de la Haute-Vallée de Chevreuse (Parc naturel régional),PNR-FR8000017,Ad-hoc,,
109734-pnr-livradois-forez-parc-naturel-regional,PNR Livradois-Forez (Parc naturel régional),PNR-FR8000019,Ad-hoc,,
109736-pnr-loire-anjou-touraine-parc-naturel-regional,PNR Loire-Anjou-Touraine (Parc naturel régional),PNR-FR8000032,Ad-hoc,,
109737-pnr-de-lorraine-parc-naturel-regional,PNR de Lorraine (Parc naturel régional),PNR-FR8000020,Ad-hoc,,
109740-pnr-de-martinique-parc-naturel-regional,PNR de Martinique (Parc naturel régional),PNR-FR8000023,Ad-hoc,,
109742-pnr-du-massif-des-bauges-parc-naturel-regional,PNR du Massif des Bauges (Parc naturel régional),PNR-FR8000031,Ad-hoc,,
109743-pnr-de-la-montagne-de-reims-parc-naturel-regional,PNR de la Montagne de Reims (Parc naturel régional),PNR-FR8000024,Ad-hoc,,
109744-pnr-des-monts-d-ardeche-parc-naturel-regional,PNR des monts d'Ardèche (Parc naturel régional),PNR-FR8000041,Ad-hoc,,
109746-pnr-du-luberon-parc-naturel-regional,PNR du Luberon (Parc naturel régional),PNR-FR8000003,Ad-hoc,,
109747-pnr-de-la-narbonnaise-en-mediterranee-parc-naturel-regional,PNR de la Narbonnaise en Méditerranée (Parc naturel régional),PNR-FR8000042,Ad-hoc,,
109750-pnr-du-morvan-parc-naturel-regional,PNR du Morvan (Parc naturel régional),PNR-FR8000025,Ad-hoc,,
109752-communes-beneficiaires-du-programme-petites-villes-de-demain,Communes bénéficiaires du programme Petites villes de demain,PVD,Ad-hoc,,
109753-communes-beneficiaires-des-programmes-action-coeur-de-ville-et-petites-villes-de-demain,Communes bénéficiaires des programmes Action cœur de ville et Petites villes de demain,PVD+ACV,Ad-hoc,,
109754-paca-et-corse,PACA et Corse,PACA et Corse,Ad-hoc,,
109755-region-sud-paca-et-corse,Région Sud PACA et Corse,Région Sud PACA,Ad-hoc,,
109756-communaute-d-agglomeration-du-pays-ajaccien-et-communaute-de-communes-celavu-prunelli,Communauté d'agglomération du pays ajaccien et Communauté de communes Celavu-Prunelli,CAjaccio+CCelavu,Ad-hoc,,
109757-reseau-des-agences-d-urbanisme,Réseau des Agences d'urbanisme,URBA,Ad-hoc,,
109758-sites-patrimoniaux-remarquables,Sites patrimoniaux remarquables,SPR,Ad-hoc,,
109760-aveyron-herault-lot-lozere-tarn-tarn-et-garonne,"Aveyron, Hérault, Lot, Lozere, Tarn, Tarn-et-Garonne","Aveyron, Hérault",Ad-hoc,,
109762-martinique-guadeloupe,"Martinique, Guadeloupe","Martinique, Guad",Ad-hoc,,
109763-territoires-couverts-par-une-agence-locale-de-l-energie-et-du-climat-alec,Territoires couverts par une Agence Locale de l'Energie et du Climat (ALEC),ALEC,Ad-hoc,,
109765-province-nord,Province Nord,PNORD,Ad-hoc,,
109767-province-sud,Province Sud,PSUD,Ad-hoc,,
109768-province-des-iles-loyaute,Province des îles Loyauté,PILES,Ad-hoc,,
109769-communes-du-vaucluse-infe-rieures-a-2500-habitants,Communes du Vaucluse inférieures à 2500 habitants,VAU2500,Ad-hoc,,
109770-communes-du-vaucluse-infe-rieures-a-5000-habitants,Communes du Vaucluse inférieures à 5000 habitants,VAU5000,Ad-hoc,,
109771-communes-du-vaucluse-infe-rieures-a-10000-habitants,Communes du Vaucluse inférieures à 10000 habitants,VAU10000,Ad-hoc,,
109772-communes-du-vaucluse-infe-rieures-a-15000-habitants,Communes du Vaucluse inférieures à 15000 habitants,VAU15000,Ad-hoc,,
109773-communes-rurales-du-vaucluse,Communes rurales du Vaucluse,VAURUR,Ad-hoc,,
109774-communaute-de-communes-picardie-des-chateaux-et-communaute-d-agglomeration-chauny-tergnier-la-fere,Communauté de Communes Picardie des Châteaux et Communauté d'Agglomération Chauny - Tergnier - La Fère,Picardie des Cha,Ad-hoc,,
109775-communaute-de-communes-picardie-des-chateaux-et-communaute-d-agglomeration-chauny-tergnier-la-fere,Communauté de Communes Picardie des Châteaux et Communauté d'Agglomération Chauny - Tergnier - La Fère,CC,Ad-hoc,,
109776-communaute-de-communes-picardie-des-chateaux-et-communaute-d-agglomeration-chauny-tergnier-la-fere,Communauté de Communes Picardie des Châteaux et Communauté d'Agglomération Chauny - Tergnier - La Fère,Picardie-Chauny,Ad-hoc,,
109777-parc-naturel-marin-du-cap-corse-et-de-l-agriate,Parc naturel marin du Cap Corse et de l'Agriate,PNM CAP,Ad-hoc,,
109778-massif-des-hauts-de-la-reunion,Massif des Hauts de la Réunion,MdHR,Ad-hoc,,
109779-massif-de-corse,Massif de Corse,MdC,Ad-hoc,,
109780-massif-de-guadeloupe,Massif de Guadeloupe,MdG,Ad-hoc,,
109781-massif-de-martinique,Massif de Martinique,MdM,Ad-hoc,,
109782-massif-des-alpes,Massif des Alpes,MdA,Ad-hoc,,
109783-massif-des-pyrenees,Massif des Pyrénées,MdP,Ad-hoc,,
109784-massif-du-jura,Massif du Jura,MdJ,Ad-hoc,,
109785-massif-des-vosges,Massif des Vosges,MdV,Ad-hoc,,
109786-communes-littorales-de-vendee,Communes littorales de Vendée,LITVEN,Ad-hoc,,
109787-alpes-maritimes-bouches-du-rhone-et-var,"Alpes-Maritimes, Bouches-du-Rhône et Var",AMBDRV,Ad-hoc,,
109788-communes-des-parcs-naturels-marins,Communes des Parcs naturels marins,PNM,Ad-hoc,,
109789-communes-metropolitaines-eligibles-au-fonds-tourisme-durable,Communes métropolitaines éligibles au Fonds tourisme durable,CMFTD,Ad-hoc,,
109790-corse-guadeloupe-guyane-martinique-mayotte-la-reunion,"Corse, Guadeloupe, Guyane, Martinique, Mayotte, La Réunion",CGGMMR,Ad-hoc,,
109791-test-alexia,Test Alexia,TA,Ad-hoc,,
109792-communes-classees-en-zone-de-revitalisation-rurale,Communes classées en zone de revitalisation rurale,ZRR,Ad-hoc,,
109793-pays-de-combrailles,PAYS DE COMBRAILLES,PETR-AU01,Ad-hoc,,
109794-pays-de-la-vallee-de-montlucon-et-du-cher,PAYS DE LA VALLÉE DE MONTLUÇON ET DU CHER,PETR-AU02,Ad-hoc,,
109795-pays-de-lafayette,PAYS DE LAFAYETTE,PETR-AU03,Ad-hoc,,
109796-pays-est-cantal,PAYS EST CANTAL,PETR-AU04,Ad-hoc,,
109797-petr-grand-clermont,PETR GRAND CLERMONT,PETR-AU06,Ad-hoc,,
109798-pays-d-aurillac,PAYS D'AURILLAC,PETR-AU07,Ad-hoc,,
109799-petr-jeune-loire,PETR JEUNE LOIRE,PETR-AU09,Ad-hoc,,
109800-pays-du-velay,PAYS DU VELAY,PETR-AU10,Ad-hoc,,
109801-pays-grand-sancy,PAYS GRAND SANCY,PETR-AU11,Ad-hoc,,
109802-pays-vichy-auvergne,PAYS VICHY AUVERGNE,PETR-AU12,Ad-hoc,,
109803-pays-de-maurienne,PAYS DE MAURIENNE,PETR-AU17,Ad-hoc,,
109804-pays-roannais-pays-de-rhone-alpes,PAYS ROANNAIS PAYS DE RHÔNE ALPES,PETR-AU20,Ad-hoc,,
109805-pays-tarentaise-vanoise,PAYS TARENTAISE VANOISE,PETR-AU23,Ad-hoc,,
109806-syndicat-mixte-de-la-vallee-de-la-drome,SYNDICAT MIXTE DE LA VALLEE DE LA DROME,PETR-AU30,Ad-hoc,,
109807-syndicat-mixte-de-la-boucle-du-rhone-en-dauphine,SYNDICAT MIXTE DE LA BOUCLE DU RHONE EN DAUPHINE,PETR-AU38,Ad-hoc,,
109808-syndicat-mixte-de-l-ouest-lyonnais,SYNDICAT MIXTE DE L' OUEST LYONNAIS,PETR-AU41,Ad-hoc,,
109809-smix-a-la-carte-de-l-avant-pays-savoyard,SMIX A LA CARTE DE L'AVANT-PAYS SAVOYARD,PETR-AU42,Ad-hoc,,
109810-smix-metropole-savoie,SMIX METROPOLE SAVOIE ,PETR-AU43,Ad-hoc,,
109811-syndicat-mixte-centre-ardeche,SYNDICAT MIXTE CENTRE ARDECHE,PETR-AU45,Ad-hoc,,
109812-pays-auxois-morvan,PAYS AUXOIS MORVAN,PETR-BF02,Ad-hoc,,
109813-pays-avallonnais,PAYS AVALLONNAIS,PETR-BF03,Ad-hoc,,
109814-pays-beaunois,PAYS BEAUNOIS,PETR-BF04,Ad-hoc,,
109815-pays-bresse-bourguignonne,PAYS BRESSE BOURGUIGNONNE,PETR-BF05,Ad-hoc,,
109816-syndicat-mixte-du-chalonnais,SYNDICAT MIXTE DU CHALONNAIS,PETR-BF06,Ad-hoc,,
109817-pays-val-de-loire-nivernais,PAYS VAL DE LOIRE NIVERNAIS,PETR-BF08,Ad-hoc,,
109818-pays-du-charolais-brionnais,PAYS DU CHAROLAIS BRIONNAIS,PETR-BF10,Ad-hoc,,
109819-pays-nivernais-morvan,PAYS NIVERNAIS MORVAN,PETR-BF11,Ad-hoc,,
109820-pays-du-val-de-saone-vingeanne,PAYS DU VAL DE SAONE VINGEANNE,PETR-BF12,Ad-hoc,,
109821-petr-seine-et-tilles,PETR SEINE-ET-TILLES,PETR-BF13,Ad-hoc,,
109822-petr-maconnais-sud-bourgogne,PETR MACONNAIS SUD BOURGOGNE,PETR-BF15,Ad-hoc,,
109823-petr-du-nord-de-l-yonne,PETR DU NORD DE L'YONNE,PETR-BF16,Ad-hoc,,
109824-petr-du-grand-auxerrois,PETR DU GRAND AUXERROIS,PETR-BF17,Ad-hoc,,
109825-pays-des-vosges-saonoises,PAYS DES VOSGES SAONOISES,PETR-BF20,Ad-hoc,,
109826-pays-dolois,PAYS DOLOIS,PETR-BF21,Ad-hoc,,
109827-petr-du-doubs-central,PETR DU DOUBS CENTRAL,PETR-BF22,Ad-hoc,,
109828-pays-du-haut-jura,PAYS DU HAUT JURA,PETR-BF23,Ad-hoc,,
109829-pays-du-haut-doubs,PAYS DU HAUT-DOUBS,PETR-BF24,Ad-hoc,,
109830-petr-du-pays-graylois,PETR DU PAYS GRAYLOIS,PETR-BF25,Ad-hoc,,
109831-pays-horloger,PAYS HORLOGER,PETR-BF26,Ad-hoc,,
109832-pays-ledonien,PAYS LÉDONIEN,PETR-BF27,Ad-hoc,,
109833-pays-vesoul-val-de-saone,PAYS VESOUL VAL DE SAÔNE,PETR-BF33,Ad-hoc,,
109834-pays-centre-ouest-bretagne,PAYS CENTRE OUEST BRETAGNE,PETR-BR02,Ad-hoc,,
109835-pole-metropolitain-du-pays-de-brest,POLE METROPOLITAIN DU PAYS DE BREST,PETR-BR03,Ad-hoc,,
109836-pays-de-broceliande,PAYS DE BROCÉLIANDE,PETR-BR04,Ad-hoc,,
109837-pays-de-cornouaille,PAYS DE CORNOUAILLE,PETR-BR05,Ad-hoc,,
109838-pays-de-fougeres,PAYS DE FOUGÈRES,PETR-BR07,Ad-hoc,,
109839-pays-de-guingamp,PAYS DE GUINGAMP,PETR-BR08,Ad-hoc,,
109840-pays-de-lorient,PAYS DE LORIENT,PETR-BR09,Ad-hoc,,
109841-pays-de-morlaix,PAYS DE MORLAIX,PETR-BR10,Ad-hoc,,
109842-pays-de-ploermel-coeur-de-bretagne,PAYS DE PLOËRMEL - COEUR DE BRETAGNE,PETR-BR11,Ad-hoc,,
109843-pays-de-pontivy,PAYS DE PONTIVY,PETR-BR12,Ad-hoc,,
109844-pays-de-rennes,PAYS DE RENNES,PETR-BR13,Ad-hoc,,
109845-pays-de-saint-brieuc,PAYS DE SAINT BRIEUC,PETR-BR14,Ad-hoc,,
109846-pays-de-saint-malo,PAYS DE SAINT MALO,PETR-BR15,Ad-hoc,,
109847-pays-de-vannes,PAYS DE VANNES,PETR-BR16,Ad-hoc,,
109848-pays-de-vitre-porte-de-bretagne,PAYS DE VITRÉ - PORTE DE BRETAGNE,PETR-BR17,Ad-hoc,,
109849-pays-des-vallons-de-vilaine,PAYS DES VALLONS DE VILAINE,PETR-BR18,Ad-hoc,,
109850-pays-d-auray,PAYS D'AURAY,PETR-BR20,Ad-hoc,,
109851-petr-beauce-gatinais-en-pithiverais,PETR BEAUCE GATINAIS EN PITHIVERAIS,PETR-CE01,Ad-hoc,,
109852-pays-berry-saint-amandois,PAYS BERRY SAINT AMANDOIS,PETR-CE02,Ad-hoc,,
109853-pays-valencay-en-berry,PAYS VALENCAY EN BERRY,PETR-CE03,Ad-hoc,,
109854-pays-castelroussin-val-de-l-indre,PAYS CASTELROUSSIN VAL DE L'INDRE,PETR-CE04,Ad-hoc,,
109855-pays-chinonais,PAYS CHINONAIS,PETR-CE06,Ad-hoc,,
109856-syndicat-mixte-du-pays-de-grande-sologne,SYNDICAT MIXTE DU PAYS DE GRANDE SOLOGNE,PETR-CE09,Ad-hoc,,
109857-pays-de-la-chatre-en-berry,PAYS DE LA CHÂTRE EN BERRY,PETR-CE11,Ad-hoc,,
109858-pays-de-la-vallee-du-cher-et-romorantinais,PAYS DE LA VALLÉE DU CHER ET ROMORANTINAIS,PETR-CE13,Ad-hoc,,
109859-pays-des-chateaux,PAYS DES CHÂTEAUX,PETR-CE15,Ad-hoc,,
109860-pole-territorial-du-perche,POLE TERRITORIAL DU PERCHE,PETR-CE16,Ad-hoc,,
109861-pays-du-vendomois,PAYS DU VENDÔMOIS,PETR-CE17,Ad-hoc,,
109862-pays-dunois,PAYS DUNOIS,PETR-CE18,Ad-hoc,,
109863-pays-foret-d-orleans-val-de-loire,PAYS FORÊT D'ORLÉANS - VAL DE LOIRE,PETR-CE19,Ad-hoc,,
109864-petr-gatinais-montargois,PETR GÂTINAIS MONTARGOIS,PETR-CE20,Ad-hoc,,
109865-pays-du-giennois,PAYS DU GIENNOIS,PETR-CE21,Ad-hoc,,
109866-pays-issoudun-et-champagne-berrichone,PAYS ISSOUDUN ET CHAMPAGNE BERRICHONE,PETR-CE22,Ad-hoc,,
109867-petr-pays-loire-beauce,PETR PAYS LOIRE BEAUCE,PETR-CE23,Ad-hoc,,
109868-pays-loire-nature-touraine,PAYS LOIRE NATURE TOURAINE,PETR-CE24,Ad-hoc,,
109869-pays-loire-touraine,PAYS LOIRE TOURAINE,PETR-CE25,Ad-hoc,,
109870-pays-loire-val-d-aubois,PAYS LOIRE VAL D'AUBOIS,PETR-CE26,Ad-hoc,,
109871-pays-sancerre-sologne,PAYS SANCERRE SOLOGNE,PETR-CE27,Ad-hoc,,
109872-pays-val-de-creuse-val-d-anglin,PAYS VAL DE CREUSE VAL D'ANGLIN,PETR-CE28,Ad-hoc,,
109873-petr-centre-cher,PETR CENTRE-CHER,PETR-CE30,Ad-hoc,,
109874-pays-de-balagne,PAYS DE BALAGNE,PETR-CO01,Ad-hoc,,
109875-petr-du-pays-ornano-sarrtenais-valinco-taravo,PETR DU PAYS ORNANO SARRTENAIS VALINCO TARAVO,PETR-CO02,Ad-hoc,,
109876-territoire-centre-corse,TERRITOIRE CENTRE CORSE,PETR-CO09,Ad-hoc,,
109877-grand-pays-de-colmar,GRAND PAYS DE COLMAR,PETR-GE01,Ad-hoc,,
109878-petr-selestat-alsace-centrale,PETR SELESTAT-ALSACE CENTRALE,PETR-GE02,Ad-hoc,,
109879-petr-alsace-du-nord,PETR ALSACE DU NORD,PETR-GE03,Ad-hoc,,
109880-petr-de-la-bande-rhenane-nord,PETR DE LA BANDE RHENANE NORD,PETR-GE04,Ad-hoc,,
109881-petr-de-bruche-mossig,PETR DE BRUCHE MOSSIG,PETR-GE05,Ad-hoc,,
109882-pays-de-saverne-plaine-et-plateau,PAYS DE SAVERNE - PLAINE ET PLATEAU,PETR-GE08,Ad-hoc,,
109883-pays-du-sundgau,PAYS DU SUNDGAU,PETR-GE09,Ad-hoc,,
109884-pays-rhin-vignoble-grand-ballon,PAYS RHIN VIGNOBLE GRAND BALLON,PETR-GE10,Ad-hoc,,
109885-pays-thur-doller,PAYS THUR DOLLER,PETR-GE11,Ad-hoc,,
109886-petr-du-piemont-des-vosges,PETR DU PIEMONT DES VOSGES,PETR-GE12,Ad-hoc,,
109887-pays-de-brie-et-champagne,PAYS DE BRIE ET CHAMPAGNE,PETR-GE15,Ad-hoc,,
109888-pays-de-chalons-en-champagne,PAYS DE CHALONS EN CHAMPAGNE,PETR-GE16,Ad-hoc,,
